HeartRate,Glucose,Temperature,Oxygen,Steps,RiskLevel,RiskEncoded
111,75.5676475228612,37.09385262446037,85.45580589545256,16977,Critical,0
89,128.96751460072028,36.91569264124749,98.96423043260467,14226,Healthy,1
134,61.58951026743867,37.594588526414185,95.34290126547342,11154,Critical,0
129,125.61248987917767,35.234829833875274,95.1477007866587,12080,Critical,0
131,67.88245859545722,35.831416843780396,88.23512728596576,3390,Critical,0
102,76.63450827753007,38.690168082131855,94.88328205348986,5997,Needs Checkup,2
73,76.45367454879468,35.413993339625634,90.90796608481237,12693,Needs Checkup,2
75,150.8894422962489,38.01576054733194,94.76849465562238,17047,Needs Checkup,2
138,164.44628309715927,36.226745548406605,86.59889545461986,9324,Critical,0
109,141.67162711360234,36.946478070209885,94.86767956904554,541,Needs Checkup,2
90,194.70415678643587,36.443468683853496,99.99120588656,5093,Critical,0
78,112.48188113331857,36.778363582324744,85.72318058290834,13428,Critical,0
64,99.9996920794605,38.595229525921226,99.65761276331976,11166,Needs Checkup,2
94,181.60387794652445,36.48560857811587,91.10361941084307,17251,Critical,0
114,91.30341739272336,37.83202320148449,98.06130175505889,16063,Needs Checkup,2
138,194.8511555216856,37.3802520109955,96.7357822608741,10258,Critical,0
120,61.70162645657429,38.31835582681324,93.50524391480002,16044,Needs Checkup,2
58,195.78303573906948,39.684148696623794,96.0767381387699,5469,Critical,0
137,66.04238767308065,38.66286048605125,98.17773341952022,6256,Critical,0
50,184.76003591772997,36.07470189295378,91.0621048247655,10720,Critical,0
57,133.87815527208198,35.155915675306424,89.90549742344858,1169,Critical,0
137,199.01507145670206,36.31132022149912,95.01390078345378,830,Critical,0
112,70.33151906295583,37.975389653501274,97.11768912911887,1651,Needs Checkup,2
60,137.5395998161849,35.25712906742125,96.43427702164924,17520,Healthy,1
130,195.70235498667387,37.48183123600618,96.96720473287952,19194,Critical,0
57,133.23369818382082,37.98421424458444,91.53374972219399,9518,Needs Checkup,2
84,148.11580933893674,36.671219454084806,97.26751324262533,13258,Needs Checkup,2
84,157.4048164578464,38.85456101872911,86.80313583055913,16184,Critical,0
82,123.63574906748825,35.53299126566886,93.16733646941275,1019,Needs Checkup,2
54,147.85813121176886,35.375688908679045,85.08637990747182,10028,Critical,0
90,141.80400366923402,38.64094378101802,89.86878744850405,12448,Critical,0
77,186.16212146873846,37.47745658103099,90.49692302307096,12485,Critical,0
56,66.3624932478041,38.44201198213868,90.94259037413883,1283,Needs Checkup,2
122,99.33484654291225,37.17413669301873,95.43200810034793,17043,Critical,0
121,193.05760777071822,36.232010166195536,90.82837151905518,18394,Critical,0
61,184.63692974472826,39.095511588371,91.73040433933797,1733,Critical,0
83,123.79194538999981,38.997079394844896,88.56316196311491,18509,Critical,0
82,146.81856369221515,38.473482354272136,90.5987768744401,18555,Needs Checkup,2
97,98.83336561735857,36.36072568614981,88.40904440894727,16230,Critical,0
72,86.33696236132658,37.951153334345435,86.09793885652665,14472,Critical,0
111,124.9177766915975,36.804869484700134,94.05172890072066,12889,Needs Checkup,2
137,109.4693119236474,35.45791036663317,95.02319197832524,3471,Critical,0
86,141.71185565912208,39.58656787731121,94.29235519014422,9028,Critical,0
93,70.88284917509787,35.684093154594805,91.95241065700858,8329,Needs Checkup,2
135,196.4152730732633,39.75118676910401,90.69678670268844,2097,Critical,0
84,198.0695042271444,37.23002886478978,97.95000474357738,14082,Critical,0
114,157.74263996276431,35.9256646441931,92.78622677704327,13930,Needs Checkup,2
96,135.05349128817687,37.70950473689179,92.18772816444596,10077,Needs Checkup,2
127,103.33386628008589,39.36472917938204,85.38463098709653,6397,Critical,0
52,173.93130275897283,38.66112443204781,90.11871741439235,2757,Needs Checkup,2
50,155.86236415754308,39.03280573930725,90.70293428178786,18284,Critical,0
54,82.76637150828478,38.29391683355359,90.98234171345351,18994,Needs Checkup,2
139,187.52980582913796,38.461382822589265,93.70258553840998,17833,Critical,0
63,175.15521400924365,39.24597825782659,93.00403820090318,5017,Critical,0
76,192.97198786086938,36.24834004429593,94.11857639190167,16370,Critical,0
58,161.6007311743704,37.447124818215705,96.47324892313192,7999,Needs Checkup,2
128,145.87812743101057,36.10604720909801,97.19478608074141,10195,Critical,0
64,118.55402508068664,39.93834003998323,95.77184614339741,2096,Critical,0
139,190.58198766956187,39.72029669843307,99.33285543932402,15433,Critical,0
91,181.24894453005717,35.19713405684253,85.27348874014542,10595,Critical,0
126,66.33061381486652,38.52787586257844,87.93666978525319,15941,Critical,0
100,63.69137642961528,39.626241587078326,85.11344312467213,19715,Critical,0
112,112.70487136292695,35.902876725636666,94.71212071231905,15078,Needs Checkup,2
101,173.4774663094566,37.83972615276315,98.4704582342498,5105,Needs Checkup,2
53,198.2186581040922,39.577441487940206,88.65223444864449,19362,Critical,0
72,81.05836475449394,35.16972989292899,98.9055181719446,2839,Healthy,1
64,143.17830014929893,38.4871013362342,85.90401085434341,3384,Critical,0
92,113.32471992834301,36.48674503686276,99.01654040208271,10851,Healthy,1
78,195.78801569404445,39.621980976882654,90.27434030859452,10053,Critical,0
85,177.8966492389992,39.85529122582684,86.52131242673825,13493,Critical,0
62,177.3660186595593,39.72133244556717,92.28807638779489,17069,Critical,0
81,125.61704237129584,37.37107108328732,88.85164851580763,14139,Critical,0
120,118.07473032727313,39.31021325494657,89.27309352942885,7531,Critical,0
108,98.27699007029887,39.222746992675354,89.6093494738943,4283,Critical,0
135,67.8925695311298,36.59550236621628,97.04538846748996,7736,Critical,0
77,181.06113267570746,39.14457737075339,93.08741915012882,7710,Critical,0
115,173.80614127821087,35.18503817357746,89.66961548734005,1619,Critical,0
91,199.96047426005828,37.981349392410266,94.15500674966377,13975,Critical,0
94,199.52915719034675,36.150044186438514,95.7422601133479,12835,Critical,0
111,137.76043878436784,35.602834428886396,89.08936001100301,15261,Critical,0
106,167.65823812527145,35.384766008146045,91.20323652288027,1431,Needs Checkup,2
55,192.26720218353992,38.481443879390696,86.82829140005421,9067,Critical,0
77,178.95063469483762,36.69937481884033,87.7172402430202,4713,Critical,0
77,94.62873424404768,38.62383385764381,95.21676780947475,9557,Needs Checkup,2
93,123.07617894341308,35.32678170399471,87.7215752154344,9435,Critical,0
133,78.0823181212093,36.57645168915305,92.8774507550059,4998,Critical,0
79,193.56714381622112,37.69745646187668,95.63569392583649,162,Critical,0
111,144.8644488231232,38.95361582419482,86.60315384642115,1974,Critical,0
124,92.00999277048479,36.59376251466035,93.50968329443356,19675,Critical,0
138,154.03809581681995,38.129456882185046,88.84844175552045,8461,Critical,0
111,146.53795366410543,39.42988874118093,99.4439031285637,17015,Critical,0
50,110.14278052459767,38.07931594091152,92.25318470079887,17289,Needs Checkup,2
76,75.89806290794806,36.16479737376817,97.08988824662737,2014,Healthy,1
111,154.02024738299195,35.12200390778269,93.25339813234393,9833,Needs Checkup,2
126,132.84307812653105,39.35049436950465,85.65118799282229,7896,Critical,0
52,168.1245748429895,35.106347054251934,94.49727063391033,204,Needs Checkup,2
119,132.8228901556791,39.373508363420996,99.27105013309986,16965,Critical,0
121,179.30541004459562,37.64468567013606,94.02417730219497,9032,Critical,0
76,137.266957428428,39.69533849256448,97.28783289140185,5347,Critical,0
58,138.5313160149541,38.993916178868325,98.26309695022611,2643,Needs Checkup,2
111,182.7315043721683,39.98967055266669,88.42119657923399,8017,Critical,0
86,116.48760126973559,36.75355907725855,88.1806725986234,18681,Critical,0
100,78.7621319830897,38.83594144465563,94.16471483276487,17258,Needs Checkup,2
93,64.02957468386745,37.00965456804621,91.16542704710056,5560,Needs Checkup,2
73,165.71921579430665,37.399378101519545,97.5979195430008,15892,Needs Checkup,2
128,146.84333718948506,38.13752731609185,98.50034685097017,14531,Critical,0
108,158.5711675338913,39.36838557093169,90.30132068954077,17073,Critical,0
81,89.8149826112475,39.920417345996476,88.55305838461723,4000,Critical,0
137,79.09200658214777,38.841367069322594,96.70788272865792,14289,Critical,0
101,62.03625319350347,37.08883391083667,89.12209053322204,17055,Critical,0
111,109.08225823292358,37.10678501138535,97.33921477770518,7927,Needs Checkup,2
107,142.58847615964862,38.687911507944456,91.35607380473144,15562,Needs Checkup,2
101,114.91416631396253,36.193885728841515,95.01324848937206,1171,Needs Checkup,2
61,121.24648908332207,35.55237056565697,86.43302970752002,11918,Critical,0
88,186.58221722912478,36.77311078820388,94.3578898701486,9135,Critical,0
51,108.75576538326206,36.436194958270406,91.77651518105844,6342,Needs Checkup,2
52,131.9585284823735,36.48154060227995,93.79912694763212,17833,Needs Checkup,2
105,169.71142178376004,36.16803875524955,87.52021311617295,11929,Critical,0
130,115.51598952497783,35.210465948181806,96.05310617416274,2539,Critical,0
108,147.0921380319023,35.08936967366707,97.94195616314843,3959,Needs Checkup,2
51,180.73091922454432,39.938611948680155,88.25109700136163,13183,Critical,0
51,192.9328873120699,37.138865668679315,86.43571833280242,5432,Critical,0
103,80.59028733006531,36.92163323579841,85.35457879069504,18745,Critical,0
136,189.72226752260923,38.39823641346535,94.629572506649,1753,Critical,0
50,128.89628103113535,36.09126943932532,94.10641054133171,18322,Needs Checkup,2
68,96.15421436185417,39.749805919751125,93.20046119071105,10123,Critical,0
51,124.27900587335658,38.93172507207776,88.47920644173963,16376,Critical,0
102,197.2045605399668,35.4470550115613,90.86358993858272,6588,Critical,0
93,128.96653315900176,37.08790387892464,93.9171450277926,6304,Needs Checkup,2
139,106.02522544025115,39.39559153781082,92.45150288288754,7345,Critical,0
81,148.6761196043416,39.72366011145705,99.8167828032233,15352,Critical,0
119,93.62038662894703,37.33700755624935,87.046596288351,597,Critical,0
81,70.62086593521295,38.06705694605354,95.42716831071391,19446,Needs Checkup,2
117,78.0431610674909,35.83516973046038,91.06478152156438,2336,Needs Checkup,2
104,77.92641745408814,39.95584313068488,91.42299422388422,9879,Critical,0
124,81.26637709172121,36.15835850691722,95.76396648487264,572,Critical,0
105,79.43580417091742,39.71365887067563,95.38654226986554,7521,Critical,0
66,149.72246427245005,38.248233244961845,99.86883990553282,6171,Needs Checkup,2
87,85.46321181588027,38.038683974394296,86.92591434181188,18474,Critical,0
73,108.39341966534084,37.563442555082545,86.56164474076249,13992,Critical,0
118,185.55037738684166,36.153349058588795,95.86508225693112,11861,Critical,0
119,126.35462963680213,35.88264016002754,93.67580375509614,12464,Needs Checkup,2
135,153.45808339294382,36.102431045350876,89.11240999839708,1633,Critical,0
60,84.12478196822818,35.93219131072127,86.19129053483479,17901,Critical,0
65,86.9204626332139,38.897922367833765,86.28487374394646,12485,Critical,0
122,65.72160627730705,36.75062629583365,98.41286311996177,10849,Critical,0
108,83.65090883010303,35.28921338281698,87.87800987078114,3648,Critical,0
119,99.00264746447421,39.84551315070406,89.85057343173281,15177,Critical,0
129,84.78146779874456,39.41892942481713,88.39984603340483,13140,Critical,0
52,72.41835472598778,39.63876141597606,90.32494458747905,17921,Critical,0
69,76.88902195408411,39.974539113232176,86.0413576411914,14357,Critical,0
108,124.50902752458161,35.869476246097435,92.78589686362406,13368,Needs Checkup,2
85,88.88672057681094,36.981210094513294,86.01418845388322,3137,Critical,0
68,110.99778054673057,38.791192378520456,97.00534761733542,97,Needs Checkup,2
139,130.47841791967997,38.48010309026896,88.5056812286565,11407,Critical,0
116,156.65527600811114,35.769479531699275,93.10017871906766,12722,Needs Checkup,2
68,65.50369957775385,39.07916562495309,98.20118631342187,12924,Critical,0
69,171.91745584726596,36.122202859183304,94.76316053570791,3750,Needs Checkup,2
120,147.90605452872708,36.119088074113115,92.99436679827002,8535,Needs Checkup,2
101,71.44626447284207,37.68487211446707,89.86500629673063,4666,Critical,0
82,182.30100737494882,37.96469967420852,89.99502869587297,16009,Critical,0
89,188.92213607445385,37.90043103918906,95.04230432797286,16994,Critical,0
88,68.55091437968093,35.45743418698878,99.91209041831752,1727,Healthy,1
131,98.76287074060852,39.3873043131519,94.92758784774068,1854,Critical,0
50,172.8681791710286,36.32800021294353,93.36675126055037,10800,Needs Checkup,2
60,164.75635665371217,35.64757460641402,95.9597576535887,5055,Needs Checkup,2
106,85.83294270989282,39.44374039934489,91.97808418425578,10271,Critical,0
138,89.30890526713944,39.778257491148764,85.90213513901178,18708,Critical,0
99,111.86609439079348,39.31063808632725,93.43445223816865,12819,Critical,0
72,127.83321792674299,39.04758037362439,99.3643792675807,9369,Critical,0
80,146.55566801424143,38.27620990319511,87.6295441353649,9283,Critical,0
91,111.64790953976814,37.7542868530457,95.35007336230998,13171,Needs Checkup,2
56,124.7548602586407,35.43493379955705,88.01400532988585,5774,Critical,0
65,164.64593133872592,37.042266065353495,93.03741526709622,6519,Needs Checkup,2
139,65.1356484046837,36.86344258506157,86.45014674470079,10983,Critical,0
109,95.3411722081629,36.29876891880163,91.75556404387278,18133,Needs Checkup,2
51,159.86894202383735,38.61710056844292,96.3424499334287,14939,Needs Checkup,2
50,185.32895727620792,37.47937867539385,90.21357286358473,781,Critical,0
97,131.63484189619325,35.40523107953824,94.97367586730827,16282,Needs Checkup,2
61,134.49588793714418,36.10091600974906,96.93174941184594,6823,Healthy,1
118,75.00408158756865,38.41629381829798,98.90766729219179,18489,Needs Checkup,2
86,122.63773135528365,35.3806542974515,88.51963122783181,7193,Critical,0
81,134.56641730370325,39.25603457024384,90.98973873713962,2113,Critical,0
58,93.94587050886216,37.475732635069875,87.28624019995627,16280,Critical,0
68,97.69405233291334,37.40293288663324,99.88725253237563,13565,Healthy,1
97,112.81978283464717,37.96203892329759,98.90501451886443,10183,Needs Checkup,2
129,62.80996768888169,39.12340482962575,93.09935695420839,17961,Critical,0
52,105.09108318164496,36.73904603951097,97.63049941564631,9203,Healthy,1
69,89.60272097951625,38.39008076279532,92.81436965908063,18658,Needs Checkup,2
73,105.84962930490805,37.82865981997895,94.3537853200414,15795,Needs Checkup,2
103,76.76669845469517,36.33514135084711,86.33686648174024,18810,Critical,0
82,184.67381930358528,39.39314993177579,96.32905630745212,13489,Critical,0
73,143.1029434975668,38.98713010803464,86.91570225452853,5546,Critical,0
124,155.07432468022853,38.29225917329213,97.39101445378793,6852,Critical,0
121,170.48397340502737,39.25290864547121,96.73042131505579,2551,Critical,0
85,129.78190785006802,39.33647100479901,95.63117046614465,6411,Critical,0
87,72.16884033223931,38.54181488357517,85.54240570787144,16391,Critical,0
133,135.19491585459667,39.18506664181836,89.54692533917994,18939,Critical,0
138,142.15775652292308,38.48735730834642,88.94668854866265,475,Critical,0
74,164.3615263858062,38.4007038588015,90.40204611207278,10403,Needs Checkup,2
67,120.43233647215511,38.09305689107592,86.31464120145758,7239,Critical,0
131,77.86124239137892,38.76358319778821,99.05436734546595,6710,Critical,0
115,99.72862681182143,35.79302552646537,93.30703361068565,8078,Needs Checkup,2
103,110.83152149580891,39.404353795994645,89.58286465987035,2285,Critical,0
84,150.4284137864242,39.35921763872616,90.95472275611425,5223,Critical,0
129,139.90896265364768,35.146236415172794,91.70803810757253,13521,Critical,0
110,109.85354162569848,39.12908375282382,94.00891500040926,14889,Critical,0
90,198.11213483101716,35.644349337367224,92.73519141544747,6971,Critical,0
82,144.8084747099642,36.67559427129571,98.79087959821626,19909,Needs Checkup,2
117,93.21175084303923,38.71754128145804,92.45445224358745,11531,Needs Checkup,2
82,74.24954616685652,35.803799480241544,99.88237022234969,14721,Healthy,1
63,81.40027948580648,39.08983512059531,97.77137436617643,19206,Critical,0
70,94.43408197383114,39.16067088978871,88.12765771536004,4943,Critical,0
97,82.4953922563378,37.53733866880418,98.95892821965874,6530,Needs Checkup,2
69,86.1193833671828,35.031929358584165,86.74549596828214,11116,Critical,0
57,99.91332361713859,36.435190665874565,97.26174562736787,258,Healthy,1
56,84.27230334126568,38.08463459187871,90.7093494021487,282,Needs Checkup,2
116,185.54715944769953,39.905930890137114,98.16961480667604,13937,Critical,0
66,71.2327243926299,38.15906763508334,98.02085035161176,1898,Needs Checkup,2
82,133.43159453983566,36.299017905320795,97.08888100176432,4135,Healthy,1
97,117.45555577855262,38.17002851549806,96.85045654460592,6629,Needs Checkup,2
125,197.5330063672049,37.69992689857928,89.57018708647061,11168,Critical,0
108,75.68544630352733,38.89922697575572,86.21378924576878,19584,Critical,0
135,115.69978386640383,35.53490319413479,91.04470268147742,612,Critical,0
71,195.72586065855165,38.80513951251014,87.60286772479763,14203,Critical,0
79,181.17099762515724,37.70633289338055,95.42426633353692,17071,Critical,0
87,174.39008993289917,39.81496001929497,90.19149589806679,2307,Critical,0
100,96.10639578629159,36.70936083019343,99.63415301289872,7133,Healthy,1
103,83.92426223460922,38.16310946566974,94.61458116017998,11205,Needs Checkup,2
57,153.61005078942034,39.660140527550084,97.33720845451542,5906,Critical,0
76,190.11263847786202,35.512548639953394,86.98787009112773,2591,Critical,0
76,137.94680502195018,39.68614243618226,97.93021723408934,15149,Critical,0
70,140.02577652578597,38.43942861150407,98.84135785770091,12150,Needs Checkup,2
79,99.19707311243978,35.33918529552586,92.30592878228404,7183,Needs Checkup,2
77,167.72901064687116,36.504817834734084,94.09379406626466,10102,Needs Checkup,2
113,86.18612479805327,38.54086044322641,96.47214701354493,19988,Needs Checkup,2
118,105.31509309659411,35.33675300734386,87.62257940890619,17053,Critical,0
110,119.56110140629835,37.910852300881366,92.53849114695164,1283,Needs Checkup,2
97,131.06545301582372,36.729415284764784,90.9799454165847,923,Needs Checkup,2
68,93.93736253811123,38.10457758883739,87.19560988243374,1125,Critical,0
53,76.0771554634885,35.228710169062566,90.51301633437298,1529,Needs Checkup,2
84,145.48680594182855,39.35768403076188,86.0225846407824,8438,Critical,0
113,100.4082774536358,39.867444845886986,85.38717860424231,16154,Critical,0
98,141.37335099916572,39.84438927642846,87.02749433732234,8004,Critical,0
66,81.61078013838832,38.748259158714625,99.4467266738376,9752,Needs Checkup,2
93,127.35961425967444,35.65043120065316,93.24294303842525,10592,Needs Checkup,2
79,134.562520557222,38.79131597964511,99.4873324172983,3864,Needs Checkup,2
95,67.25529515513976,35.12293458229401,91.48746817495199,226,Needs Checkup,2
55,107.12459894714888,35.11061775764499,89.6772419962789,15036,Critical,0
86,78.81805477145639,36.6180510957477,92.59212794260367,11739,Needs Checkup,2
73,68.87249586618748,37.44321595202333,91.59267532949366,16648,Needs Checkup,2
95,198.59443253459233,38.852037089038966,86.58497026392615,9587,Critical,0
102,105.12953829646122,38.41647688303252,94.6123947203531,11749,Needs Checkup,2
109,173.3824224196489,37.22951353188374,88.24057273764399,645,Critical,0
112,95.64969166692694,36.36813333140833,94.29381932346745,16299,Needs Checkup,2
134,155.4103811113501,39.98562250078856,94.7530163859723,19374,Critical,0
81,166.43190038455612,37.130906511179866,87.28037279692973,13675,Critical,0
136,143.3894236850982,37.256935121648375,85.92024440666002,18888,Critical,0
82,126.02066639702217,35.818119105958345,96.71142379102659,10964,Healthy,1
116,117.6577279806176,38.974047743749644,91.8970063565398,16087,Needs Checkup,2
67,108.84155731601933,38.46841112890744,85.87245693258214,13537,Critical,0
74,190.13408019469563,36.1038480639438,99.9229947575465,13269,Critical,0
103,176.28671709028208,35.41190522807921,85.8667084149455,9346,Critical,0
107,195.10376749331175,38.40249651037357,95.4255284328783,587,Critical,0
116,77.40161128797627,38.272556071405674,99.7551838789512,12763,Needs Checkup,2
95,162.3214465285102,36.36629763499105,88.58770156323888,9177,Critical,0
73,191.3676639549453,39.75431781125205,87.13374053030795,4079,Critical,0
81,85.37262926319242,35.7552894589045,86.82077409133643,3348,Critical,0
96,69.30947743134885,37.16167400521301,89.54912721351393,18099,Critical,0
135,163.75689090060825,39.718079600837996,86.5156871651597,10785,Critical,0
72,140.42623584518765,37.09863658463061,95.38242012541198,12328,Needs Checkup,2
115,177.85602874615807,38.19262973832043,85.93437697195094,6450,Critical,0
76,79.56813272768053,36.98797198981397,92.64133192224685,13230,Needs Checkup,2
51,171.33742366038462,36.37107601174335,99.95045280779465,5433,Needs Checkup,2
139,88.22782480668423,39.91988823979914,97.20955404259028,1098,Critical,0
66,82.91183200119863,37.04667003157522,94.22829157346516,7096,Needs Checkup,2
82,82.99721171033902,39.47049601839567,89.59380431179918,18710,Critical,0
58,174.04046083239348,36.14977302945543,94.35843754437458,11439,Needs Checkup,2
92,153.127610897468,36.06552352012542,92.90562195867477,9087,Needs Checkup,2
97,133.2291594676767,35.15567041442256,91.39125075835557,16021,Needs Checkup,2
88,110.23626777729035,38.258334126879426,86.960655651103,6416,Critical,0
91,182.80807571383517,36.842631718618804,98.299063228607,6980,Critical,0
75,114.94231503916896,39.321791249198185,91.74676973231983,18058,Critical,0
99,174.3239215260208,37.36604953345778,87.91933767731147,11101,Critical,0
74,121.47888719983058,39.84096713957361,90.51639026315934,7950,Critical,0
73,112.77222011948706,35.927627578515605,91.2119462879339,9122,Needs Checkup,2
62,124.7751699937449,39.34311583977805,97.41306843350311,12576,Critical,0
109,102.1929023829799,38.88298426395871,96.00421570842103,1089,Needs Checkup,2
56,164.66531322467517,38.85460922322026,96.5395734046201,4578,Needs Checkup,2
106,130.38085461294708,39.223916140584436,85.16546896642971,9127,Critical,0
85,92.50977732055442,38.805119954714996,91.24230997269642,10487,Needs Checkup,2
94,185.9404402584396,38.131101608157074,92.22016227452986,155,Critical,0
69,113.7447709922496,35.656224388411935,85.28788415234585,1958,Critical,0
114,136.09740055595842,35.16263089745626,88.89719813117551,10693,Critical,0
57,186.90609553503657,39.60423923907843,96.40434734683203,6344,Critical,0
65,147.3933194279589,38.08325157260369,87.05664558593499,5779,Critical,0
63,76.36572569917097,38.982686454880884,93.02965197178888,3830,Needs Checkup,2
125,191.5764973058865,37.40761175756275,88.22802808025857,9046,Critical,0
